u-r color,Mr luminosity,log10density,redshift,velocity of dispersion of host cluster (-99 if not in a cluster)
2.276,-19.25,-0.2863,0.04916,-99
1.743,-19.52,0.06189,0.04936,-99
1.442,-20.04,-0.4635,0.07241,287.2
1.953,-20.99,-0.547,0.05413,-99
1.618,-21.32,0.2435,0.07226,287.2
1.453,-20.23,0.3234,0.07204,287.2
1.592,-18.81,-0.5385,0.03495,902.6
2.421,-19.55,-0.3509,0.03977,1607
1.593,-20.57,-0.3416,0.07205,287.2
1.534,-19.76,-1.078,0.05623,-99
2.189,-19.8,-0.9677,0.04281,1607
1.295,-19.81,-0.4775,0.05228,-99
2.609,-21.78,-0.4327,0.07207,287.2
1.25,-18.37,-0.8079,0.02893,704.2
2.303,-20.76,-0.2593,0.07168,287.2
2.004,-20.84,1.187,0.07007,-99
2.096,-20.91,0.8886,0.07057,-99
2.123,-20.01,0.6081,0.07223,-99
2.566,-21.59,-0.4705,0.03459,-99
2.285,-20.23,-0.2768,0.07283,287.2
2.117,-19.13,1.496,0.07452,-99
2.365,-22.74,-0.005093,0.07157,-99
1.409,-21.1,-0.4909,0.07265,287.2
2.466,-20.75,-0.5781,0.07282,287.2
2.368,-20.5,-0.7763,0.05451,-99
2.505,-21.71,-0.4466,0.03843,902.6
1.601,-19.36,-0.2307,0.03564,902.6
2.178,-19.66,-0.2965,0.03323,-99
2.105,-21.03,-0.5953,0.05585,-99
2.349,-20.58,-0.5099,0.05522,-99
2.439,-21.99,-0.3365,0.05485,-99
2.518,-21,-0.3818,0.0547,-99
2.159,-21.01,-1.062,0.04843,-99
1.527,-19.29,-0.281,0.03658,902.6
1.839,-21.6,-0.7949,0.07149,-99
1.791,-19.18,0.05552,0.04023,1607
2.617,-22.11,-0.1931,0.04099,256
1.533,-19.95,0.226,0.0407,256
2.187,-19.81,0.2201,0.04079,256
1.206,-19.59,0.3509,0.04069,256
2.235,-22.05,-11.19,0.0735,-99
2.854,-19.27,-0.4022,0.0416,256
1.268,-18.57,-0.3263,0.04079,256
1.589,-18.94,-0.2649,0.04068,256
2.102,-20.84,-0.02046,0.04086,256
2.331,-20.03,-0.03336,0.04121,256
1.7,-21.23,-1.167,0.06755,-99
1.912,-20.39,-0.5824,0.04149,256
1.972,-21.58,-0.4893,0.04037,256
1.366,-18.38,-0.9113,0.02813,704.2
1.922,-21.52,-1.029,0.07863,-99
1.982,-20.03,-1.186,0.05232,-99
1.988,-22.34,-1.269,0.07088,-99
2.321,-20.32,-0.1946,0.04261,256
1.054,-19.04,-0.7988,0.03579,902.6
2.531,-21.04,-0.2055,0.04214,256
1.606,-19.78,-0.9931,0.0683,-99
2.403,-19.8,-0.07532,0.04094,256
2.577,-21.31,0.1298,0.04118,256
1.812,-19.54,-0.1935,0.04024,1607
2.155,-19.6,-0.4454,0.03563,902.6
1.547,-19.71,-0.8804,0.0528,-99
2.178,-19.51,-0.7415,0.03607,902.6
2.468,-20.85,-0.7463,0.03559,902.6
2.058,-20.75,-0.04031,0.04156,1607
1.659,-20.7,-1.119,0.07799,-99
1.703,-20.05,-0.2589,0.04068,1607
1.448,-20.93,-0.7512,0.06802,-99
2.079,-20.29,-0.861,0.06482,-99
1.296,-20.2,-1.139,0.06585,-99
3.757,-23.15,-0.6622,0.04022,1607
1.916,-21.13,-1.068,0.0701,-99
1.497,-20.88,-1.431,0.07876,-99
1.349,-21.16,-0.7652,0.0733,287.2
2.296,-21.35,-0.9074,0.0648,-99
1.677,-18.74,0.1986,0.03241,-99
1.925,-21.23,-0.7933,0.0706,287.2
2.203,-20.88,-0.5488,0.05326,-99
1.449,-17.68,-0.3064,0.0329,-99
2.488,-21.38,0.007509,0.03517,902.6
2.613,-22.06,-0.3561,0.03515,902.6
2.161,-21.68,-0.8642,0.07426,287.2
1.313,-20.5,0.3275,0.03311,-99
1.666,-20.56,0.3342,0.03209,606.8
2.397,-20.72,-0.6076,0.07239,287.2
2.067,-21.44,0.02285,0.03516,902.6
1.493,-20.12,-0.69,0.06396,-99
2.142,-21.56,-0.4977,0.07228,287.2
1.526,-21.08,-1.287,0.07835,-99
1.497,-19.55,-0.7377,0.04022,1607
1.607,-17.12,-0.1784,0.03528,902.6
1.075,-20.5,-0.4481,0.06073,-99
2.32,-21.89,-0.4609,0.07165,287.2
1.925,-20.01,-0.3937,0.05223,-99
1.244,-20.4,-0.4472,0.05402,-99
2.145,-22.02,-0.3782,0.05408,-99
1.171,-19.22,-1.12,0.07619,-99
1.03,-18.82,-0.5907,0.04198,256
1.262,-20.56,-1.082,0.06753,-99
1.85,-20.15,-0.8263,0.06736,-99
1.521,-20.51,-0.4523,0.07647,-99
1.821,-20.19,-0.4934,0.07646,-99
1.785,-20.51,-0.906,0.07776,-99
2.506,-21.2,-0.8678,0.06869,-99
1.818,-21.14,-0.8175,0.06585,-99
1.335,-20.27,0.1857,0.04316,256
2.336,-19.17,0.402,0.044,256
2.324,-21.04,0.2751,0.07581,-99
2.014,-21.38,0.2241,0.04446,256
2.64,-21.68,0.2002,0.04391,256
2.152,-19.65,0.4575,0.04483,256
1.327,-20.34,-0.3504,0.07559,-99
1.324,-19.7,0.04876,0.04234,256
2.293,-22.19,0.3539,0.07884,-99
1.804,-20.52,-0.2423,0.07755,-99
1.416,-21.33,0.5407,0.07771,-99
2.337,-21.64,0.5659,0.07743,-99
2.545,-22.68,0.5664,0.07737,-99
2.524,-21.38,0.6474,0.07746,-99
1.521,-19.9,-0.7416,0.06388,-99
1.372,-19.86,0.3734,0.04439,256
2.553,-20.5,-0.05547,0.07828,-99
1.872,-20.22,0.2273,0.04249,256
2.319,-19.88,0.4485,0.04277,256
2.503,-23.06,0.3403,0.04291,256
2.296,-19.98,1.104,0.04313,256
2.538,-20.89,0.8888,0.04338,256
2.979,-21.06,0.7348,0.04308,256
1.611,-20.4,-0.4636,0.02714,704.2
2.436,-21.35,-0.2153,0.0405,256
1.733,-19.64,-0.7447,0.03445,-99
1.319,-19.12,-0.2972,0.03982,1607
2.188,-20.86,-0.8627,0.06405,-99
1.096,-18.23,0.7831,0.04256,256
2.558,-21.42,0.146,0.04273,256
1.657,-19.77,-1.314,0.05597,-99
2.247,-20.34,-0.3008,0.04345,256
2.278,-20.79,-0.289,0.04331,256
2.258,-19.42,-0.303,0.04627,256
1.18,-18.7,-0.7475,0.02795,704.2
1.894,-20.85,-0.5576,0.06579,-99
1.303,-20,-0.829,0.06945,-99
2.201,-20.53,0.09609,0.04483,256
1.21,-19.37,0.362,0.04288,256
1.006,-18.96,0.3158,0.04245,256
1.639,-20.57,0.2627,0.04464,256
2.099,-20.15,0.2152,0.04323,256
2.513,-21.15,0.2323,0.04402,256
2.038,-22.66,-0.4239,0.08,-99
2.444,-20.71,0.2377,0.04359,256
2.293,-20.44,-0.9563,0.03496,902.6
1.499,-18.62,0.2946,0.04282,256
0.8667,-18.9,-0.7085,0.03321,-99
1.821,-20.04,0.1787,0.04605,256
1.566,-20.34,-0.6155,0.06676,-99
2.068,-21.47,0.4232,0.04347,256
2.277,-19.89,0.9059,0.04356,256
1.513,-20.63,0.4147,0.0436,256
2.119,-21.34,-0.8209,0.06688,-99
0.6743,-19.54,-0.6392,0.07533,-99
2.135,-21.59,0.4714,0.044,256
1.789,-20.5,-0.748,0.06719,-99
1.808,-19.77,-0.7793,0.03503,902.6
2.498,-20.32,0.544,0.04283,256
1.451,-20.26,-0.895,0.07782,-99
1.628,-20.93,-0.5687,0.07798,-99
2.391,-21.12,-0.8851,0.06749,-99
1.141,-19.46,0.3496,0.04405,256
2.459,-21.59,0.2935,0.04382,256
1.441,-19.01,0.6756,0.04378,256
1.299,-19.05,0.6327,0.04401,256
1.726,-20.24,0.7748,0.04307,256
2.476,-20.99,-0.7389,0.07808,-99
2.234,-21.6,-0.5363,0.07807,-99
2.424,-21.28,-0.7203,0.03503,902.6
2.315,-20.95,0.258,0.04415,256
2.349,-20.75,0.05951,0.04294,256
1.036,-19.46,0.07585,0.04333,256
2.467,-19.5,0.3173,0.04367,256
1.502,-19.03,0.316,0.04356,256
1.431,-18.93,-0.7557,0.0354,902.6
1.106,-19.4,0.4677,0.04473,256
1.53,-21.19,0.3502,0.08,-99
1.402,-19.27,0.1202,0.04257,256
2.509,-21.36,-0.1953,0.04115,256
2.063,-19.81,-1.105,0.068,-99
2.398,-22.16,0.4121,0.04343,256
1.037,-19.56,0.1671,0.04373,256
2.336,-20.05,0.5912,0.04316,256
1.867,-20,0.3874,0.04357,256
1.552,-20.06,0.2722,0.04453,256
2.538,-22.31,0.3363,0.04327,256
2.15,-19.94,0.5995,0.04618,256
2.163,-21.14,0.1112,0.04308,256
1.286,-19.81,0.0656,0.04349,256
2.276,-21.94,-0.6113,0.07911,-99
1.314,-19.84,0.6457,0.04248,256
2.565,-21.39,0.6011,0.04265,256
2.615,-19.94,-0.8685,0.07945,-99
2.239,-20.07,0.7525,0.04341,256
2.459,-21.55,0.7184,0.04328,256
1.323,-19.91,0.7937,0.04343,256
1.307,-20.72,0.186,0.0407,256
1.335,-20.07,-0.03795,0.04097,256
2.502,-23.06,0.3372,0.04303,256
2.233,-20.59,0.281,0.0428,256
1.809,-18.93,0.1786,0.0433,256
2.238,-20.84,0.2281,0.04355,256
2.463,-19.37,0.4509,0.04396,256
1.723,-19.77,0.8167,0.04453,256
2.535,-21.26,-0.05328,0.04244,256
1.505,-20.2,-0.2397,0.0432,256
1.261,-19.06,-0.1026,0.04318,256
2.348,-21.11,-1.162,0.0753,-99
2.102,-20.87,-11.15,0.05656,-99
1.036,-18.25,-0.1178,0.04281,256
1.436,-19.06,-0.6759,0.03994,1607
1.583,-22.03,-0.3867,0.07996,-99
1.168,-20.09,1.706,0.04945,-99
1.717,-19.99,0.9623,0.04982,-99
2.31,-20.44,-0.2657,0.05039,-99
1.862,-20.87,-0.3408,0.02812,481.2
2.355,-20.11,0.1837,0.04937,-99
1.292,-18.38,-0.0135,0.02622,481.2
0.9972,-18.46,0.04108,0.0266,481.2
2.344,-20.79,-1.171,0.07353,-99
1.282,-18.76,0.2607,0.02849,481.2
1.094,-20.5,-0.3771,0.02827,481.2
2.694,-18.84,-0.6311,0.03432,-99
0.4077,-20.26,-0.01463,0.0732,-99
2.091,-18.39,0.082,0.03545,902.6
1.292,-20.52,0.147,0.07066,-99
1.351,-20.35,-1.613,0.05829,-99
1.847,-20.94,-0.5052,0.03689,902.6
2.13,-19.82,-0.4075,0.03381,-99
2.162,-20.61,-0.4187,0.02906,481.2
1.574,-20.12,-0.01618,0.02886,481.2
1.697,-20.75,-0.4159,0.04955,-99
2.533,-21.85,-0.0182,0.07354,-99
1.851,-20.85,0.03488,0.0288,481.2
1.851,-20.72,-0.7357,0.03799,902.6
1.787,-20.53,-0.6754,0.07457,-99
1.107,-19.89,-1.229,0.05562,-99
1.348,-19.31,-0.5914,0.03465,-99
1.34,-17.87,-0.4213,0.02693,704.2
1.969,-19.72,-0.6817,0.04972,-99
2.55,-21.21,-0.4679,0.03582,902.6
1.497,-20.14,-0.2065,0.02866,704.2
2.334,-20.31,-0.7684,0.07069,-99
2.004,-19.25,0.2057,0.04123,256
1.395,-20.05,-11.43,0.05608,-99
2.348,-21.89,-0.3328,0.03988,1607
1.056,-18.73,-0.3615,0.03591,902.6
1.914,-20.94,-0.4295,0.03953,1607
1.752,-19.02,0.432,0.04165,256
2.185,-19.94,-0.1755,0.04055,256
2.366,-20.66,0.1138,0.04346,256
1.572,-21.54,-0.9343,0.06912,-99
1.799,-19.62,0.06375,0.03973,1607
2.173,-21.44,-0.7795,0.06367,-99
1.284,-18.9,-0.4453,0.02921,704.2
2.427,-20.61,-0.6489,0.06448,-99
2.366,-22.09,-0.9192,0.07513,-99
1.515,-19.48,-0.1153,0.04311,256
2.309,-21.5,-0.6562,0.06356,-99
0.985,-19.49,0.7553,0.04266,256
2.066,-20.18,-11.13,0.07332,-99
1.789,-19.75,-11.04,0.05777,-99
1.762,-20.05,-1.033,0.0719,-99
1.415,-20.81,-0.4576,0.07995,-99
1.941,-21.08,-0.7809,0.07986,-99
1.506,-20.83,-0.6062,0.07979,-99
2.484,-21.35,-0.2456,0.07201,-99
1.355,-20.71,-0.1986,0.07213,-99
1.893,-21.05,-0.2008,0.07233,-99
1.912,-21.48,-0.3922,0.07341,-99
1.078,-20.48,-0.4948,0.05694,343
2.288,-21.25,-0.425,0.05603,343
2.347,-18.35,0.2245,0.03165,587.9
2.251,-19.9,0.3056,0.03135,587.9
1.734,-20.5,0.2859,0.0786,-99
2.132,-20.71,-0.7772,0.05623,343
1.477,-20.48,-1.287,0.07247,-99
2.395,-20.01,-0.2514,0.0571,343
1.529,-21.16,-0.7007,0.07204,-99
1.469,-20.02,-0.183,0.05685,343
2.505,-20.94,-0.4775,0.0306,587.9
2.414,-20.72,0.4982,0.07869,-99
2.461,-21.49,0.9852,0.07885,-99
1.739,-20.49,1.067,0.07774,-99
2.039,-21.09,0.5056,0.07797,-99
2.326,-20.49,0.5975,0.07801,-99
1.896,-21.15,0.4722,0.07867,-99
1.81,-18.46,-0.1037,0.03052,587.9
2.345,-21.67,-1.293,0.07227,-99
1.697,-19.3,-0.5397,0.02991,481.2
2.35,-19.78,-0.5815,0.05549,343
1.15,-18.5,-0.4744,0.03476,-99
1.171,-19.2,-0.272,0.03087,587.9
1.108,-19.1,-0.417,0.03345,-99
1.517,-20.34,-0.4777,0.03337,-99
2.205,-21.51,-1.133,0.05148,536.1
1.577,-19.73,-0.3884,0.0344,-99
1.909,-21.4,-0.4955,0.03718,902.6
2.974,-20.63,-0.6517,0.05014,-99
2.081,-20.79,0.8066,0.07833,-99
1.113,-19,0.1013,0.03442,-99
2.174,-22.52,0.4297,0.07773,-99
1.738,-20.14,-0.0831,0.03443,-99
2.078,-20.59,0.7675,0.03395,-99
2.778,-21.25,0.9017,0.03353,-99
2.999,-22.29,0.5934,0.03328,-99
1.35,-19.52,0.272,0.03341,-99
1.718,-20.01,-0.384,0.0285,481.2
2.54,-21.37,-0.3995,0.02901,481.2
1.774,-19.95,-0.6141,0.03395,-99
1.493,-20.23,-1.171,0.07335,-99
2.416,-20.98,-0.4156,0.05682,343
1.732,-19.2,-0.4705,0.02953,587.9
1.976,-19.8,1.001,0.05572,343
1.12,-19.45,0.2534,0.05523,343
1.751,-19.57,-0.4853,0.05609,343
1.931,-20.85,-0.5567,0.05542,343
1.66,-22.06,-0.7333,0.07947,-99
1.33,-20.31,0.1979,0.07334,-99
2.651,-22.55,-0.1904,0.07264,-99
2.284,-21.56,-0.2285,0.07305,-99
2.678,-21.44,-0.2473,0.0552,343
2.367,-21.8,-1.062,0.07935,-99
2.095,-22.83,-0.2778,0.07325,-99
2.194,-20.14,-0.1637,0.05239,343
1.499,-21.22,-0.5369,0.0257,587.9
1.157,-19.93,-0.1865,0.05708,343
1.272,-19.1,-0.3963,0.02973,587.9
2.517,-20.89,-0.4342,0.02979,587.9
2.309,-20.31,0.989,0.05531,343
1.359,-19.9,-0.3087,0.05131,444.1
2.159,-20.2,0.3542,0.05592,343
1.872,-19.43,0.5011,0.05616,343
2.566,-22.85,1.357,0.05578,343
2.232,-19.28,0.623,0.05456,343
0.9712,-19.88,0.4894,0.05382,343
2.251,-20.03,0.8974,0.05694,343
0.6996,-18.11,-0.1323,0.03046,587.9
1.368,-18.04,-0.004967,0.03015,587.9
2.509,-21.42,-0.1944,0.03006,587.9
2.109,-20.18,-0.9379,0.06835,-99
1.92,-21.36,-0.3078,0.02615,587.9
2.428,-21.73,1.05,0.05435,343
2.493,-21.84,0.9142,0.05454,343
2.249,-19.91,1.223,0.05595,343
2.388,-22.15,0.5737,0.05631,343
2.394,-21.4,1.36,0.0549,343
2.423,-21.35,1.317,0.05583,343
2.413,-18.74,0.01682,0.03002,587.9
2.406,-20.85,-0.7436,0.07824,-99
1.713,-20.83,-0.463,0.0715,-99
2.456,-22.1,0.5939,0.05493,343
2.375,-20.68,-0.9812,0.07901,-99
1.773,-19.52,0.6639,0.05378,343
1.6,-18.3,-0.9811,0.03538,-99
2.313,-20.12,0.5879,0.05591,343
1.882,-21.28,-0.1166,0.05264,343
2.429,-21.67,0.2458,0.05452,343
2.509,-20.88,-0.1033,0.05557,343
2.104,-19.79,-0.9584,0.03466,-99
1.641,-19.46,-0.1761,0.0311,587.9
2.139,-19.03,-0.9755,0.03517,-99
2.168,-20.47,-0.9075,0.07204,-99
0.8165,-19.37,-0.1516,0.05487,343
1.342,-19.36,-0.9448,0.03555,-99
1.566,-19.53,-0.5575,0.02598,587.9
1.24,-20.43,-0.6249,0.0686,-99
2.209,-21.03,-0.9769,0.03414,-99
1.438,-21.01,-0.3141,0.07804,-99
2.39,-21.14,-0.4934,0.07852,-99
2.294,-21.13,-0.9282,0.03418,-99
2.261,-22.03,-0.1048,0.07825,-99
2.489,-21.05,-0.4064,0.07872,-99
2.058,-21.11,-0.007594,0.0785,-99
1.282,-20.26,-0.4927,0.05237,343
1.353,-20.93,0.1807,0.07815,-99
1.733,-20.67,-0.01932,0.07968,-99
1.074,-19.09,-0.9252,0.05054,-99
1.915,-20.91,-0.2895,0.07808,-99
2.37,-22.52,0.2372,0.07804,-99
1.844,-20.33,-0.6743,0.06987,-99
2.206,-18.2,0.06957,0.03058,587.9
0.8996,-18.99,-0.6332,0.0353,902.6
1.283,-19.48,-0.5778,0.03455,-99
2.453,-19.95,0.04472,0.02999,587.9
2.384,-21.33,-0.2761,0.05638,343
2.98,-22.72,-0.401,0.03046,587.9
1.601,-21.03,-0.3454,0.02957,587.9
1.256,-18.48,-0.1612,0.03038,587.9
1.852,-20.22,-0.1432,0.03009,587.9
2.456,-21.89,-0.7083,0.05594,343
2.347,-21.21,-0.5797,0.07851,-99
2.282,-20.43,-0.5156,0.02929,587.9
2.125,-20.42,-0.8417,0.07273,-99
1.843,-20.21,-11.36,0.06411,-99
2.095,-20.67,-0.1557,0.07362,-99
1.648,-20.92,-0.1493,0.07302,-99
1.646,-21.02,-0.2026,0.07291,-99
2.598,-21.36,-0.1351,0.05363,343
2.142,-21.6,-0.6223,0.07955,-99
1.714,-19.99,-0.2167,0.05296,343
1.064,-20.73,0.7997,0.0552,343
1.673,-20.06,0.1548,0.05181,444.1
1.205,-19.26,0.5108,0.05332,343
2.169,-21.59,1.298,0.05526,343
2.04,-20.08,-0.3977,0.07384,-99
1.754,-21.68,-0.4163,0.05367,343
2.085,-20.55,-0.4024,0.05298,343
2.347,-21,-0.3693,0.05279,343
1.264,-19.43,-0.3586,0.05009,444.1
2.488,-21.48,-0.3919,0.05527,343
1.339,-21.33,-0.03499,0.07318,-99
2.173,-20.81,-1.056,0.07899,-99
1.611,-19.78,-0.4569,0.05543,343
1.549,-20.19,-0.4943,0.07331,-99
2.501,-21.05,-0.594,0.05513,343
1.719,-20.47,0.7935,0.05563,343
1.82,-22.11,0.9565,0.05514,343
0.765,-21.34,-1.034,0.07898,-99
1.349,-20.31,-0.5742,0.07283,-99
1.403,-19.81,-0.5472,0.05463,343
2.27,-21.91,-0.3942,0.05055,444.1
1.521,-20.64,-11.42,0.06623,-99
1.625,-20.08,-0.2228,0.0523,343
2.353,-21.83,-0.1822,0.05265,343
2.252,-20.39,-0.2055,0.05388,444.1
1.33,-19.68,0.1455,0.03859,-99
1.337,-19.81,-0.1201,0.05376,444.1
1.447,-21.14,0.9263,0.05406,444.1
1.865,-21.07,1.255,0.05499,444.1
2.243,-20.59,0.9159,0.05475,444.1
1.386,-20.43,1.029,0.05498,444.1
1.225,-18.22,-0.8476,0.03171,587.9
1.642,-21.37,0.1226,0.04008,1607
1.237,-19.75,0.196,0.04024,1607
1.116,-19.35,-0.4042,0.05205,343
1.829,-21.03,-1.339,0.07423,-99
1.313,-19.33,1.942,0.03802,-99
1.958,-20.82,2.219,0.03807,-99
1.413,-19.76,1.165,0.03832,-99
2.298,-20.76,0.3984,0.03969,1607
1.285,-20.33,-0.3404,0.05526,343
2.412,-22.68,1.828,0.03884,-99
2.505,-22.34,-0.3725,0.05546,343
2.384,-20.56,-0.4273,0.0544,343
1.444,-19.52,-0.2487,0.05669,343
2.367,-20.79,1.83,0.0395,1607
1.763,-20.99,-0.1995,0.05475,343
2.48,-20.5,0.6128,0.0556,343
2.495,-21.33,1.007,0.05652,343
1.841,-19.74,0.5992,0.05653,343
0.851,-18.44,-0.3306,0.03053,587.9
2.347,-19.76,1.264,0.0559,343
2.379,-20.85,1.317,0.05584,343
2.413,-19.88,1.36,0.05379,343
2.448,-20.68,1.241,0.0555,343
1.546,-19.47,0.6085,0.05469,343
2.51,-21.3,1.129,0.05642,343
1.901,-21.24,-0.7837,0.03194,587.9
1.886,-20.45,0.1111,0.05384,343
2.406,-20.81,0.2789,0.05371,343
1.429,-19.86,-0.9513,0.03448,-99
1.631,-19.9,0.3677,0.05402,343
2.276,-19.33,0.9978,0.05476,343
1.66,-20.17,0.9032,0.05606,343
2.475,-21.27,1.237,0.05597,343
2.079,-19.52,-0.1988,0.02626,587.9
2.422,-20.9,1.067,0.05544,343
2.585,-22.3,-0.5205,0.02569,587.9
0.3289,-17.33,-0.1702,0.0283,587.9
0.7077,-20.66,-0.1414,0.05227,343
1.422,-19.45,-0.4504,0.02578,587.9
2.487,-22.35,0.5815,0.05438,343
2.432,-21.12,0.6296,0.0554,343
1.517,-19.57,0.9653,0.05633,343
2.048,-20.82,-0.1546,0.05493,343
2.548,-21.61,-0.07187,0.05444,343
1.349,-19.71,-0.6909,0.03692,-99
0.9588,-18.45,-0.7065,0.03692,-99
1.291,-18.78,0.0472,0.05443,444.1
2.506,-20.9,-0.6229,0.07365,-99
2.372,-20.99,-0.1336,0.05517,444.1
2.413,-21.8,-0.05045,0.05492,444.1
2.091,-19.59,0.05969,0.05452,444.1
2.212,-20.17,-0.2305,0.05066,444.1
1.397,-20.72,-0.2143,0.05505,444.1
2.773,-20.3,-0.02736,0.05125,444.1
1.311,-19.73,0.3724,0.05282,444.1
1.911,-19.81,0.1926,0.05441,444.1
1.638,-20.35,-0.03865,0.05403,444.1
1.22,-20.08,-1.16,0.07389,-99
2.458,-21.25,0.222,0.05199,444.1
2.447,-20.46,0.1426,0.05325,444.1
2.467,-21.78,0.235,0.05198,444.1
1.537,-18.67,0.4212,0.05263,444.1
2.488,-20.09,0.1042,0.05176,444.1
1.427,-19.84,-1.224,0.06357,-99
1.435,-19.67,0.1077,0.05135,444.1
2.464,-20.31,-0.01376,0.05144,444.1
1.633,-19.28,-0.3538,0.05501,444.1
2.274,-21.01,-0.8021,0.07734,-99
1.425,-19.73,-0.2959,0.04866,-99
2.228,-20.94,0.2046,0.07716,-99
1.846,-19,-0.3505,0.03872,-99
0.6958,-20.03,-0.49,0.05305,444.1
1.122,-19.27,-0.2693,0.03867,-99
2.494,-19.47,-0.1131,0.05456,404.3
2.118,-19.6,2.102,0.05474,444.1
2.203,-20.14,1.314,0.05442,444.1
2.248,-21.4,-0.03525,0.07773,-99
1.757,-21.45,-0.2762,0.07758,-99
2.292,-21.14,-0.3424,0.05397,444.1
2.55,-22.17,-0.6929,0.07748,-99
1.736,-19.97,-0.4163,0.02578,587.9
2.246,-21.29,-0.7226,0.0473,-99
2.326,-21.96,1.788,0.05382,444.1
1.855,-20.02,1.469,0.0543,444.1
1.331,-18.9,-0.5774,0.02567,587.9
-0.02554,-15.78,-0.1873,0.02587,587.9
2.474,-22.41,0.722,0.05356,444.1
2.304,-22.13,-0.2351,0.07738,-99
2.692,-21.34,0.7091,0.05279,444.1
2.304,-20.64,0.7201,0.05439,444.1
1.361,-18.21,-0.6374,0.02564,587.9
1.336,-20.73,-0.4149,0.0537,444.1
1.491,-19.79,-0.09353,0.05546,444.1
2.38,-19.79,1.483,0.05277,444.1
1.385,-20.03,0.577,0.04831,-99
1.983,-19.17,1.451,0.05052,444.1
2.55,-22.47,1.114,0.05217,444.1
1.602,-20.47,0.4312,0.05328,444.1
2.362,-20.55,1.183,0.05333,444.1
2.247,-19.46,1.089,0.05368,444.1
2.549,-21.23,1.193,0.05269,444.1
2.193,-19.86,-0.2821,0.05497,444.1
1.298,-19.78,-0.1987,0.05294,444.1
2.247,-20.16,-1.142,0.06565,-99
1.899,-20.93,-0.03316,0.05273,444.1
0.934,-19.94,-1.275,0.06423,-99
2.43,-21.12,-0.1647,0.05503,444.1
1.489,-19.68,0.1242,0.05227,444.1
2.17,-20.24,-1.271,0.06546,-99
1.822,-21.06,-0.8982,0.07518,-99
2.343,-19.44,-0.09609,0.0541,444.1
1.51,-19.96,-0.4393,0.05437,444.1
2.388,-20.73,-0.6131,0.04021,1607
1.765,-20.52,-0.6875,0.07731,-99
1.438,-20.32,-0.8951,0.07822,-99
1.589,-19.4,0.695,0.05472,444.1
2.469,-21.74,-0.8521,0.07785,-99
2.465,-21.44,-0.3782,0.05445,444.1
2.521,-19.62,-0.4723,0.05497,444.1
1.806,-20.29,-0.2988,0.05462,444.1
1.391,-18.65,0.2107,0.03992,1607
1.415,-19.98,-0.7515,0.03597,-99
2.498,-22.22,-0.2249,0.05413,444.1
1.925,-21.35,-1.278,0.07887,-99
2.309,-21.44,-11.53,0.06177,-99
2.139,-22.49,-0.3127,0.0489,-99
0.8749,-18.52,0.03356,0.05039,444.1
1.401,-20.5,-0.1301,0.05123,444.1
1.394,-19.07,-0.005204,0.05181,444.1
1.61,-20.11,-0.1254,0.05149,444.1
1.34,-20.4,0.08295,0.04865,-99
1.731,-21.19,0.2258,0.05168,444.1
1.261,-19.72,0.2952,0.04964,-99
1.8,-20.91,0.1931,0.0783,-99
1.92,-21.52,0.2257,0.07709,-99
2.385,-21.87,0.3608,0.07757,-99
2.321,-21.06,0.2497,0.07733,-99
1.672,-21.68,-0.4969,0.05353,444.1
2.198,-21.73,-0.5793,0.03846,-99
1.183,-19.67,-0.4827,0.05446,409.8
1.611,-19.56,-0.3527,0.05476,409.8
1.882,-20.06,0.1772,0.02478,481.2
2.44,-20.68,1.104,0.02513,481.2
2.563,-22.57,0.3435,0.05297,404.3
2.381,-21.14,-0.3287,0.05471,409.8
2.423,-19.97,0.3112,0.05503,409.8
1.649,-17.86,1.012,0.02507,481.2
1.59,-20.43,-1.094,0.04634,-99
1.07,-21.23,0.2453,0.05294,404.3
1.054,-19.56,-0.07956,0.05284,404.3
1.637,-20.04,-0.2033,0.05399,404.3
1.881,-21.69,-0.05245,0.05472,444.1
1.292,-19.89,0.1385,0.05319,404.3
1.689,-20.11,0.2028,0.0536,404.3
0.7516,-19.77,-0.994,0.04818,-99
2.171,-21.11,0.0417,0.05291,404.3
1.293,-20.54,-0.5094,0.05434,444.1
2.297,-21.61,-1.066,0.07773,-99
2.341,-20.81,0.006961,0.05403,404.3
2.13,-20.55,-0.7458,0.07722,-99
1.799,-19.74,-0.7793,0.03874,-99
2.189,-22.5,-0.7051,0.07722,-99
1.37,-19.57,-0.7129,0.04747,-99
2.156,-19.53,-0.1748,0.05339,444.1
1.324,-19.48,0.411,0.05259,444.1
2.269,-20.47,-0.2386,0.07723,-99
2.494,-21.78,0.8799,0.05273,444.1
1.889,-21.83,-0.6053,0.07736,-99
2.062,-22.1,0.4484,0.05249,444.1
2.434,-19.63,-0.6389,0.02573,587.9
1.521,-20.09,0.8547,0.05295,444.1
2.134,-21.54,0.7608,0.05162,444.1
1.499,-19.91,-1.092,0.06941,-99
1.376,-18.55,-0.4008,0.02556,587.9
2.243,-19.89,-0.08043,0.05333,444.1
2.441,-19.41,1.565,0.05353,444.1
2.36,-22.01,0.8011,0.05005,444.1
2.346,-19.87,0.9331,0.05041,444.1
2.379,-20.3,1.149,0.05338,444.1
2.695,-20.51,0.8264,0.05464,444.1
2.437,-20.59,0.4396,0.04812,-99
2.565,-22.22,1.468,0.0532,444.1
2.524,-20.84,0.8179,0.05291,444.1
